moderator,market,Productivity,Utilisation %,handling time,  accuracy  
6253687,"[""PL""]",252.96,0.507614583,36754, 0.740 
1746505981460529,"[""SA"", ""BH"", ""OM"", ""QA"", ""JO"", ""IQ"", ""KW"", ""MA"", ""LB"", ""EG""]",,,0, 0.884 
1759170867953714,"[""SA"", ""OM"", ""BH"", ""QA"", ""JO"", ""KW"", ""EG"", ""LB""]",318.1411765,0.198245098,22180, 0.901 
1011085,"[""VN"", ""PH""]",347.6775,0.755729167,85885, 0.878 
1717232583006210,"[""SE""]",489.4933333,0.937888889,58178, 0.917 
1691911660815362,"[""PH""]",60.43555556,0,37790, 0.914 
1693589837272065,"[""VN""]",316.5575,0.883145833,100090, 0.939 
1765400800943137,"[""FR""]",522.9182609,0.725181159,59394, 0.886 
1718383547650050,"[""KZ""]",280.678,0.8296625,115121, 0.780 
1755261161421826,"[""DE""]",175.605,0.515192708,60629, 0.813 
1695548425347074,"[""TW""]",775.4675,0.847348958,93108, 0.804 
1695191272186881,"[""SA"", ""ZA"", ""OM"", ""QA"", ""JO"", ""IQ"", ""PK"", ""KW"", ""LB"", ""EG""]",446.0733333,0.858287037,111077, 0.777 
1695768862433282,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",439.2866667,0.736513889,70747, 0.715 
1736487925281793,"[""ID""]",401.1775,0.887552083,106575, 0.867 
1717872951315457,"[""PL""]",,,0, 0.939 
5398752,"[""VN"", ""AU"", ""NZ""]",341.9875,0.850619792,106123, 0.918 
7677885,"[""UA"", ""RU"", ""GB"", ""IE""]",127.19,0.640713542,29394, 0.717 
1717873004098561,"[""NO""]",403.296,0.699295833,101913, 0.892 
5283668,"[""GB"", ""IE""]",338.06,0.547302083,67044, 0.684 
7986097,"[""US"", ""CA""]",439.66,0.478808333,331585, 0.529 
6853731,"[""MX"", ""CL"", ""CO"", ""AR"", ""PT"", ""PE"", ""BR""]",419.2657143,0.608642857,61447, 0.835 
2379151,"[""US"", ""CA""]",,,0, 0.415 
1690696958530561,"[""US"", ""CA""]",,,0, 0.882 
1738944472697858,"[""GR""]",239.563871,0.524010753,64621, 0.958 
1731137385143297,"[""TW"", ""MY""]",,,0, 0.915 
1702615776441346,"[""TW""]",585.525,1.065802083,84188, 0.698 
1771766145225730,"[""IL""]",347.4826498,0.738506835,97136, 0.908 
8895709,"[""US"", ""CA""]",270.5411765,0.244696078,96160, 1.000 
5081203,"[""US"", ""CA""]",,,0, 1.000 
1671850728988677,"[""SA"", ""ZA"", ""OM"", ""BH"", ""QA"", ""IQ"", ""PK"", ""KW"", ""EG""]",353.8417778,0.743940741,124185, 0.681 
1768509392482305,"[""MX"", ""UY"", ""CO"", ""AR"", ""CL"", ""EC"", ""PE"", ""BR""]",450.0616915,0.81115257,116952, 0.688 
1707485343250433,"[""JP""]",110.9025,0.719864583,78900, 0.930 
1743688605202449,"[""PH""]",176.5,0.636583333,18120, 0.906 
1773649308319761,"[""DE""]",164.665,0.854958333,59594, 0.727 
8121360,"[""VN""]",,,0, 0.967 
1695029371415554,"[""DE""]",,,0, 0.960 
1709515822030849,"[""GR""]",287.2085714,0.823172619,82338, 0.929 
1703396498337794,"[""US"", ""CA""]",43.875,0.587770833,34076, 0.615 
1741850392320033,"[""VN""]",348.855,0.841005208,98592, 0.843 
1740028774112258,"[""VN""]",322.1575,0.764427083,94370, 0.898 
1695769002769410,"[""MX"", ""UY"", ""CO"", ""AR"", ""CL"", ""EC"", ""PE"", ""BR""]",262.6763636,0.498671717,72495, 0.928 
1731051715822594,"[""MY""]",562.625,0.884265625,104693, 0.921 
1702773810415617,"[""TW""]",363.7,0.896666667,84692, 0.567 
1752174568394754,"[""GB""]",421.1225806,0.781064516,86053, 0.818 
8310909,"[""VN""]",337,0.79046875,98095, 0.804 
1673359260380165,"[""SA"", ""BH"", ""OM"", ""QA"", ""JO"", ""IQ"", ""KW"", ""EG"", ""LB""]",237.1111111,0.889777778,29601, 0.951 
7808112,"[""US"", ""CA""]",405.0175,0.86634375,103446, 0.646 
1769237292544050,"[""DE""]",229.1175,0.617270833,74007, 0.831 
3502216,"[""US"", ""CA""]",519.9247059,0.68854902,113792, 0.455 
1714819600846850,"[""KR""]",435.7575,0.614270833,91855, 0.897 
1743478384978962,"[""VN""]",465.064,0.772870833,131985, 0.906 
8750521,"[""US"", ""CA""]",689.0075,0.860505208,114756, 0.968 
1745028869745697,"[""IL""]",264.81,0.637576389,73126, 0.906 
1773649308319745,"[""DE""]",206.915,0.804,44320, 0.923 
1771649360667650,"[""SE""]",396.4299465,0.667170232,87001, 0.893 
5988360,"[""VN""]",382.6725,0.737192708,80920, 0.859 
7078503,"[""VN"", ""ID""]",461.57,0.855411458,98122, 0.934 
1695192877708290,"[""SA"", ""ZA"", ""OM"", ""BH"", ""QA"", ""JO"", ""PK"", ""KW"", ""LB"", ""EG""]",,,0, 0.934 
1704448804528129,"[""DE""]",182.2366667,0.835006944,69709, 0.776 
1962720,"[""PL""]",273.77,0.523791667,421162, 0.807 
5252512,"[""SA"", ""OM"", ""BH"", ""QA"", ""AE"", ""DZ"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",367.4,0.722194444,79518, 0.811 
1762949452156946,"[""KH""]",335.03,0.796713542,81355, 0.863 
1695769088444418,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",227.3351111,0.868385185,70594, 0.923 
1707735171866626,"[""MX"", ""UY"", ""CL"", ""CO"", ""AR"", ""EC"", ""PE"", ""BR""]",288.64,0.687708995,76519, 0.742 
1695524452908033,"[""MY""]",350.3425,0.894322917,99213, 0.892 
2963527,"[""UA"", ""RU"", ""GB"", ""IE""]",995.9475,0.716145833,70262, 0.624 
1730417208825858,"[""VN""]",342.1275,0.847265625,96190, 0.964 
1736960305758209,"[""JP""]",86.038,0.497620833,76788, 0.965 
8679887,"[""TR"", ""GB"", ""IE""]",251.535,0.665114583,97043, 0.719 
1734414427011073,"[""IT""]",223.7391304,0.69242029,60378, 0.965 
1690659763144705,"[""VN""]",307.145,0.8829375,100323, 0.875 
1755261176398946,"[""DK""]",476.2985366,0.748638211,116486, 0.872 
1686785566494722,"[""TR""]",,,0, 0.987 
2861367,"[""GB"", ""RO"", ""IE""]",441.7075,0.842104167,97031, 0.775 
1769227294349330,"[""PT""]",225.0066667,0.678618056,58098, 0.911 
6888819,"[""US"", ""CA""]",103.3175,0.874385417,50246, 0.917 
1732439728831489,"[""FI""]",276.2366667,0.491583333,48644, 0.830 
1749551875837986,"[""HU""]",310.17,0.854375,23742, 0.883 
1709535619322882,"[""MX"", ""UY"", ""CL"", ""AR"", ""CO"", ""EC"", ""PE"", ""BR""]",137.0825,0.74396875,85768, 0.886 
1732438000449538,"[""FI""]",118.175,0.496369792,74549, 0.910 
1739401454974978,"[""VN""]",374.36,0.88125,97935, 0.778 
7775518,"[""VN"", ""AU"", ""NZ""]",,,0, 0.911 
1700717285620737,"[""GR""]",331.2175,0.891526042,101305, 0.928 
1714699813424130,"[""MX"", ""UY"", ""CL"", ""AR"", ""CO"", ""EC"", ""PE"", ""BR""]",348.09,0.805369792,59379, 0.807 
1739929854796801,"[""JP""]",99.94,0.626545833,94509, 0.921 
1754816678742065,"[""DK""]",222.86,0.7205,20632, 0.921 
1971606,"[""MX"", ""CO"", ""CL"", ""AR"", ""PE"", ""BR""]",273.06,0.42075,16666, 0.807 
1693810939049985,"[""KR""]",392.09,0.845263889,71706, 0.901 
1699450316471298,"[""GB""]",314.1666667,0.784131944,66000, 0.747 
2229777,"[""US"", ""CA""]",,,0, 0.571 
1711434786638849,"[""MX"", ""CL"", ""AR"", ""CO"", ""PE""]",269.1094737,0.766763158,111207, 0.931 
6587921,"[""MX"", ""UY"", ""CL"", ""AR"", ""CO"", ""EC"", ""PE"", ""BR""]",708.415,0.262005208,80483, 0.630 
1757328405260290,"[""TH""]",429.3666667,0.883180556,74839, 0.911 
1769302206223362,"[""GB""]",165.48,0.744727273,52394, 0.731 
1769104234424322,"[""KH""]",303.0475,0.917328125,81611, 0.677 
1708990849970178,"[""SA"", ""BH"", ""OM"", ""QA"", ""JO"", ""IQ"", ""KW"", ""EG"", ""LB""]",335.4125714,0.796347619,99240, 0.915 
5286693,"[""JP""]",,,0, 0.895 
1730406207574018,"[""VN""]",344.96,0.831944444,64098, 1.000 
1707712541908993,"[""GB""]",198.866087,0.569876812,49078, 0.935 
6055763,"[""CZ""]",152.4275,0.562609375,108570, 0.780 
1672130743419909,"[""US"", ""CA""]",266.925,0.286921875,221439, 0.852 
9075895,"[""ID""]",618.8666667,0.927680556,84693, 0.864 
1694647715227650,"[""TH""]",398.655,0.74253125,43211, 0.920 
1724427189184514,"[""PK""]",291.345,0.88084375,92434, 0.966 
1695036841030657,"[""GB""]",266.9906383,0.766173759,152225, 0.867 
9832298,"[""US"", ""CA""]",,,0, 0.956 
8905119,"[""VN""]",373.478,0.781975,111102, 0.910 
1700717203544066,"[""GR""]",292.74,0.82334375,97635, 0.953 
8636306,"[""US"", ""CA""]",626.49,0.899119792,118780, 0.899 
7078113,"[""HU""]",245.4925,0.726234375,63138, 0.789 
1717301867452418,"[""DE""]",147.1466667,0.633944444,41283, 0.981 
1715412305289217,"[""GB""]",125.7533333,0.700131944,57486, 0.903 
5655869,"[""US""]",326.69,0.944739583,117101, 0.632 
1719094834709505,"[""TH""]",422.59,0.886291667,125508, 0.906 
1694644258242562,"[""SE""]",,,0, 0.918 
1738218399766529,"[""GB""]",331.52,0.791807018,111146, 0.845 
1707735160255489,"[""MX"", ""UY"", ""CL"", ""AR"", ""CO"", ""EC"", ""PE"", ""BR""]",391.68,0.613129167,99828, 0.641 
1672028640715781,"[""SA"", ""OM"", ""BH"", ""QA"", ""JO"", ""IQ"", ""KW"", ""EG"", ""LB""]",31.58222222,0.368537037,14083, 0.931 
6677133,"[""AU"", ""NZ""]",224.665,0.186072917,248846, 0.928 
1730406173728769,"[""PK""]",293.6425,0.885588542,92908, 0.957 
1752289495218225,"[""DE""]",,,0, 0.890 
6085577,"[""US"", ""CA""]",626.01,0.976161458,110861, 0.949 
1694584031755266,"[""ID""]",479.91,0.856385417,49133, 0.962 
1710592,"[""SA"", ""OM"", ""BH"", ""QA"", ""DZ"", ""AE"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",,,0, 0.818 
1690696921339906,"[""US"", ""CA""]",,,0, 0.872 
1743733536302098,"[""VN""]",303.2075,0.822296875,96942, 0.881 
7657980,"[""US"", ""CA""]",,,0, 0.550 
1741489031520322,"[""GR""]",393.564,0.878654167,134652, 0.968 
2972398,"[""JP""]",271.9325,0.439135417,1552008, 0.739 
1710303142350850,"[""PH""]",192.29,0.196166667,5484, 0.920 
1688580837563393,"[""SA"", ""BH"", ""ZA"", ""QA"", ""JO"", ""IQ"", ""PK"", ""KW"", ""LB"", ""EG""]",671.0222222,0.787944444,28812, 0.798 
6825716,"[""US"", ""CA""]",469.2666667,0.831104167,80056, 0.688 
1774282580703234,"[""FR""]",534.035,0.72825,42009, 1.000 
1769302206223378,"[""IT""]",,,0, 0.826 
1708585136236546,"[""VN""]",283.535,0.824104167,92805, 0.930 
1729354981773313,"[""NL""]",365.025641,0.755482906,104906, 0.896 
1769388556471314,"[""ID""]",466.81,0.8265625,91711, 0.825 
1762882575704066,"[""GB""]",166.3,0.769989583,43695, 0.764 
1768214539706402,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",234.2375,0.553734375,64354, 0.708 
8085619,"[""UA"", ""RU"", ""GB"", ""IE""]",828.38,0.88125,21405, 0.660 
1735501614322689,"[""CZ""]",406.0675,0.754119792,100831, 0.956 
1658495581892613,"[""JP""]",358.89,0.802041667,89524, 0.950 
1637679,"[""IT""]",,,0, 0.778 
1673348779685894,"[""JP""]",245.854,0.8151375,109394, 0.940 
1769935154352129,"[""PT""]",369.3725,0.742239583,85797, 0.920 
1761892264652818,"[""DE""]",31.43304348,0.077644928,48106,                  -   
1908685,"[""GB"", ""IT"", ""IE""]",346.12,0.823541667,87770, 0.835 
1738792,"[""GB"", ""IE""]",378.41,0.577380208,66431, 0.673 
1716603082926081,"[""FR""]",146.955,0.676041667,39399, 0.912 
1749551102733346,"[""FR""]",368.7636364,0.609934343,67276, 0.926 
1755170505776146,"[""DE""]",129.0986667,0.503333333,25270, 1.000 
1750192107946001,"[""SE""]",294.16,0.516041667,32240, 0.894 
1729239939698689,"[""VN""]",286.066,0.782075,119750, 0.928 
1694042067160066,"[""ES""]",280.52,0.907555556,62211, 0.908 
1735589382242306,"[""GR""]",263.338,0.7064875,97804, 0.938 
2500551,"[""TH""]",546.93,0.810390625,96075, 0.909 
1707136234999809,"[""VN""]",315.03,0.735555556,72056, 0.956 
9152229,"[""UA"", ""RU"", ""GB"", ""IE""]",841.7175,0.689583333,70886, 0.686 
1526068,"[""KH""]",388.655,0.205260417,20818, 0.800 
1714345843065857,"[""SA"", ""OM"", ""BH"", ""QA"", ""JO"", ""IQ"", ""KW"", ""EG"", ""LB""]",297.0222222,0.560856481,81177, 0.790 
1765496560705538,"[""GB""]",335.34,0.7755625,88527, 0.718 
1732544052753410,"[""MX"", ""UY"", ""CO"", ""AR"", ""CL"", ""EC"", ""PE"", ""BR""]",211.304186,0.850507752,138292, 0.936 
1694560071360513,"[""TH""]",535.95,0.893395833,74736, 0.939 
1700712799127554,"[""BY""]",382.8225,0.796572917,95039, 0.784 
5858713,"[""US"", ""CA""]",769.34,0.98409375,118447, 0.935 
1672105296352262,"[""SA"", ""BH"", ""OM"", ""QA"", ""JO"", ""IQ"", ""KW"", ""LB"", ""EG""]",602.82,0.870791667,23540, 0.935 
1755920005992482,"[""KR""]",300.176,0.723433333,102509, 0.812 
1672986827202566,"[""TR""]",189.1033333,0.758701389,64009, 0.954 
5311062,"[""US"", ""CA""]",554.6875,0.91984375,104661, 0.963 
1709538829889538,"[""US"", ""CA""]",284.0775,0.69384375,74704, 0.891 
1737385931936769,"[""MY""]",875.4075,0.838229167,93714, 0.953 
1768474128071713,"[""MX"", ""UY"", ""CO"", ""AR"", ""CL"", ""EC"", ""PE"", ""BR""]",359.6125,0.631802083,80775, 0.968 
3318327,"[""ID""]",124.652,0.536583333,102899, 0.423 
1729420416668674,"[""VN""]",277.5775,0.795411458,95901, 0.824 
2191032,"[""ID""]",177.245,0.1421875,35972, 0.732 
1772265209854994,"[""ID""]",478.7633333,0.928909722,79430, 0.912 
1739658380282881,"[""ID""]",398.8625,0.829135417,97234, 0.962 
1695027942470657,"[""GB""]",631.9425641,0.782905983,104843, 0.886 
1705878830248961,"[""GB""]",319.8,0.743427778,81447, 0.845 
1714437736888321,"[""MX"", ""UY"", ""CO"", ""AR"", ""CL"", ""EC"", ""PE"", ""BR""]",163.0837209,0.605862403,77509, 0.879 
1759883889722386,"[""KZ""]",228.144,0.75125,98450, 0.854 
1736806401258498,"[""DE""]",206.148,0.713691667,98946, 0.881 
1686044610970626,"[""TR""]",336.974,0.8692375,117723, 0.978 
1701877328285698,"[""PH""]",615.95,0.830208333,45544, 0.953 
7091528,"[""ES"", ""GB"", ""IE""]",216.34,0.728229167,58188, 0.797 
9211081,"[""JP""]",587.112,0.606766667,57890, 0.858 
8980010,"[""MX"", ""CO"", ""AR"", ""CL"", ""PE"", ""BR""]",317.2066667,0.753708333,77846, 0.684 
1739663,"[""TW"", ""KR""]",514.558,0.8700375,123665, 0.903 
2713299,"[""ID""]",604.6525,0.364286458,54749, 0.843 
1726045679043586,"[""US"", ""CA""]",108.72,0.5701,63648, 0.758 
6238895,"[""GB"", ""RO"", ""IE""]",416.3675,0.830244792,82679, 0.855 
5385752,"[""VN""]",423.645,0.804276042,91398, 0.902 
7329305,"[""AT"", ""GB"", ""CH"", ""DE"", ""IE""]",68.015,0.289703125,40612, 0.484 
3639978,"[""AU"", ""MY""]",389.488,0.883741667,127068, 0.912 
5971130,"[""PL"", ""GB"", ""IE""]",120.8066667,0.6435625,25774, 0.792 
1263657,"[""PH"", ""ID""]",554.24,0.862703125,97076, 0.879 
1764043372560386,"[""KH""]",423.064,0.8378125,126028, 0.764 
1698794983674882,"[""VN""]",263.34,0.8634375,24654, 0.958 
1752814644707361,"[""DE""]",87.46580645,0.848252688,98101, 0.891 
9317729,"[""ES"", ""SG""]",476.305,0.728854167,82018, 0.873 
1746471679126529,"[""SA"", ""BH"", ""OM"", ""QA"", ""JO"", ""IQ"", ""KW"", ""MA"", ""EG"", ""LB""]",408.4254545,0.763458333,120373, 0.886 
1743733252058114,"[""PH""]",438.22,0.609875,17292, 0.866 
1738425578529794,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",286.6475,0.6,78932, 1.000 
1724427024360449,"[""PK""]",,,0, 0.932 
1756413186738241,"[""TW""]",844.81,0.896091667,126024, 0.823 
3250923,"[""VN""]",516.2633333,0.583965278,66955, 0.815 
1532312,"[""US"", ""CA""]",366.8475,0.896989583,108735, 0.595 
1770378596425729,"[""GB""]",112.6156522,0.549557971,46713, 0.910 
1771651753127937,"[""PH""]",341.3,0.892380208,102365, 0.929 
1748621311175681,"[""MX"", ""UY"", ""CL"", ""AR"", ""CO"", ""EC"", ""PE"", ""BR""]",346.0025,0.812932292,93917, 0.768 
1724279233783810,"[""MX"", ""CO"", ""AR"", ""CL"", ""PE""]",406.7819355,0.776086022,86125, 0.880 
1726740282128385,"[""NL""]",655.5957895,0.714679825,91767, 0.976 
1732493853545473,"[""ID""]",357.9933333,0.846381944,72434, 0.958 
1691911847674882,"[""PH""]",619.1025,0.841666667,96176, 0.905 
1749551102733314,"[""HU""]",302.8825,0.943229167,106528, 0.934 
1755168751809617,"[""DE""]",245.7575,0.694588542,86500, 0.886 
1743843711746081,"[""JP""]",1127.86,0.83409375,46116, 0.978 
7006780,"[""AU""]",153.49,0.8875,47399, 1.000 
6507895,"[""ES"", ""GB"", ""IE""]",310.7325,0.756515625,151187, 0.781 
1768474128071697,"[""MX"", ""UY"", ""CL"", ""CO"", ""AR"", ""EC"", ""PE"", ""BR""]",366.3393939,0.743222222,87479, 0.600 
2658129,"[""SI"", ""GB"", ""IE""]",558.805,0.83428125,47756, 0.807 
1772589427457042,"[""TW""]",120.7575,0.787541667,90268, 0.818 
1772265481709569,"[""ID""]",419.9575,0.903609375,103550, 0.902 
6833239,"[""US"", ""CA""]",532.07,0.749630208,96421, 0.647 
1748303624947714,"[""PT""]",388.1733333,0.8289375,70110, 0.887 
8792117,"[""MY"", ""ID""]",448.152,0.806979167,129378, 0.903 
5093589,"[""VN""]",297.2425,0.535916667,58241, 0.778 
1721013871652866,"[""TH""]",521.1475,0.708447917,99306, 0.939 
1695025787506689,"[""FR""]",366.6270968,0.718317204,100096, 0.923 
7062657,"[""GB"", ""IE""]",219.3175,0.700385417,85995, 0.594 
6018996,"[""VN""]",120.18,0.686803571,73378, 0.885 
1694616462059521,"[""TH""]",659.5333333,0.88575,75817, 0.952 
5229352,"[""ES"", ""GB"", ""IE""]",424.9175,0.567015625,95917, 0.831 
1770378596425745,"[""GB""]",173.7832258,0.599741935,64237, 1.000 
6953937,"[""JP""]",294.0825,0.43675,1118474, 0.758 
1735599208242177,"[""JP""]",31.64,0.048666667,13359, 0.923 
1768211443916817,"[""MX"", ""UY"", ""CL"", ""AR"", ""CO"", ""EC"", ""PE"", ""BR""]",838.3475,0.833484375,95424, 0.959 
2712226,"[""JP""]",858.87,0.878020833,100924, 0.913 
7579980,"[""TH""]",5.35,0,172, 0.667 
1672026730048518,"[""ME""]",682.1107692,0.842089744,86474, 0.979 
1684284296197122,"[""KR""]",321.57,0.689180556,57669, 0.856 
5357953,"[""ID""]",221.03,0.783192708,46018, 0.842 
7697006,"[""TH""]",315.595,0.405973958,302454, 0.760 
1005827,"[""BR""]",76.5875,0.346677083,107285,                  -   
1761892264652834,"[""DK""]",351.088,0.8135875,118316, 0.915 
9612813,"[""PL"", ""GB"", ""IE""]",410.85,0.691166667,28740, 0.766 
1677146358517761,"[""RO""]",136.325,0.790583333,62766, 0.908 
7259797,"[""US"", ""CA""]",706.96,0.953854167,79295, 0.927 
1728803985053697,"[""VN""]",324.135,0.834375,79049, 1.000 
1754268607211537,"[""FR""]",280.09,0.708166667,79163, 0.895 
1686761582885889,"[""RO""]",184.1973333,0.700444444,74359, 0.971 
1734911759996929,"[""US"", ""CA""]",514.6425,0.822520833,92238, 0.901 
1768214539706386,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",642.2733333,0.825694444,71555, 0.963 
1712377365906433,"[""KH""]",441.6525,1.157927083,102324, 0.871 
1714437573521410,"[""MX"", ""UY"", ""CO"", ""AR"", ""CL"", ""EC"", ""PE"", ""BR""]",165.4375,0.778317708,92996, 0.760 
2536138,"[""US"", ""CA""]",274.6975,0.857046875,97863, 0.632 
1715242884561922,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",227.5325,0.832494792,92684, 0.818 
1708911588315137,"[""RO""]",246.5566667,0.886854167,66420, 0.952 
3823395,"[""ES"", ""SG""]",531.9625,0.788854167,96095, 0.887 
9329070,"[""TH""]",340.2333333,0.247986111,51115, 0.812 
1195713,"[""MY"", ""SG""]",335.2475,0.418296875,70140, 0.778 
1769302206223394,"[""NL""]",201.4075,0.649,89455, 0.385 
2796851,"[""KZ""]",26.285,0.63434375,36862,                  -   
1757803306771458,"[""IL""]",282.0825,0.883770833,102113, 0.927 
3500723,"[""SA"", ""OM"", ""QA"", ""AE"", ""TR"", ""PK"", ""KW"", ""MA"", ""EG"", ""LB""]",,,0, 0.608 
6685517,"[""MX"", ""UY"", ""CL"", ""AR"", ""CO"", ""EC"", ""PE"", ""BR""]",317.36,0.223020833,27532, 0.797 
3139936,"[""US"", ""CA""]",587.545,0.909052083,97236, 0.926 
1709528915683329,"[""MX"", ""UY"", ""CO"", ""AR"", ""CL"", ""EC"", ""PE"", ""BR""]",220.8033333,0.663590278,60766, 0.854 
5073882,"[""US"", ""CA""]",487.63,0.776359375,97441, 1.000 
1743522632016930,"[""FI""]",325.275,0.65734375,93174, 0.870 
2398007,"[""AU"", ""NZ""]",520.442,0.861220833,130022, 0.901 
1749554287819777,"[""HU""]",,,0, 0.914 
1730407751343106,"[""VN""]",317.74,0.729953125,97787, 0.886 
3731581,"[""US"", ""CA""]",768.63,1.112666667,88839, 0.958 
3376191,"[""US"", ""CA""]",570.9833333,0.938215278,79173, 0.963 
9660890,"[""TH""]",552.4075,0.83828125,95388, 0.869 
1752511011701794,"[""MY""]",,,0, 1.000 
1769411685685298,"[""RO""]",184.855,0.569875,32703, 0.877 
3092815,"[""GB"", ""DE"", ""IE""]",376.89,0.566635417,77102, 0.534 
1694617137465346,"[""TH""]",382.215,0.871614583,49196, 0.905 
